id,thana,lat,lon,case_no,date,serial,total_amo,t56,rubber_cartridge,rubber_cartridge1,tear_gas_grenade,baton_rounds,lethal,non_lethal,shotgun_shell
1083,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1083,25,0,0,0,25,0,0,25,0
1084,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1084,15,0,0,0,15,0,0,15,0
1085,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1085,50,0,0,0,50,0,0,50,0
1086,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1086,4,0,0,0,4,0,0,4,0
1087,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1087,2,0,0,0,0,2,0,2,0
1088,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1088,0,0,0,0,0,0,0,0,0
1089,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1089,4,0,0,0,0,4,0,4,0
1090,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1090,60,0,0,0,60,0,0,60,0
1091,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1091,67,0,0,0,67,0,0,67,0
1092,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1092,50,0,0,0,50,0,0,50,0
1093,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1093,57,0,0,0,57,0,0,57,0
1094,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1094,57,0,0,0,57,0,0,57,0
1095,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1095,10,10,0,0,0,0,10,0,0
1096,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1096,10,10,0,0,0,0,10,0,0
1097,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1097,9,9,0,0,0,0,9,0,0
1098,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1098,5,0,5,0,0,0,5,0,0
1099,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1099,8,0,0,8,0,0,0,8,0
1100,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1100,3,0,0,0,3,0,0,3,0
1101,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1101,22,0,9,13,0,0,9,13,0
1102,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1102,29,0,15,14,0,0,15,14,0
1103,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1103,10,0,0,0,10,0,0,10,0
1104,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1104,10,0,0,0,10,0,0,10,0
1105,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1105,5,0,0,5,0,0,0,5,0
1106,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1106,25,0,11,14,0,0,11,14,0
1107,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1107,15,0,7,8,0,0,7,8,0
1108,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1108,14,0,6,8,0,0,6,8,0
1109,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1109,20,0,6,14,0,0,6,14,0
1110,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1110,5,0,0,0,4,1,0,5,0
1111,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1111,6,0,0,0,3,3,0,6,0
1112,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1112,9,0,0,0,9,0,0,9,0
1113,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1113,3,0,0,0,3,0,0,3,0
1114,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1114,2,0,0,0,2,0,0,2,0
1115,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1115,15,0,0,15,0,0,0,15,0
1116,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1116,2,0,0,2,0,0,0,2,0
1117,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1117,14,0,0,14,0,0,0,14,0
1118,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1118,14,0,0,14,0,0,0,14,0
1119,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1119,2,0,0,0,2,0,0,2,0
1120,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1120,1,0,0,0,1,0,0,1,0
1121,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1121,15,0,0,15,0,0,0,15,0
1122,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1122,13,0,0,13,0,0,0,13,0
1123,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1123,1,0,0,0,1,0,0,1,0
1124,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1124,15,0,0,15,0,0,0,15,0
1125,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1125,15,0,0,15,0,0,0,15,0
1126,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1126,14,0,0,14,0,0,0,14,0
1127,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1127,28,0,14,14,0,0,14,14,0
1128,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1128,13,0,5,8,0,0,5,8,0
1129,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1129,1,0,0,0,1,0,0,1,0
1130,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1130,37,0,20,17,0,0,20,17,0
1131,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1131,46,0,21,25,0,0,21,25,0
1132,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1132,46,0,22,24,0,0,22,24,0
1133,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1133,36,0,18,18,0,0,18,18,0
1134,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1134,42,0,17,25,0,0,17,25,0
1135,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1135,35,0,10,25,0,0,10,25,0
1136,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1136,32,0,13,19,0,0,13,19,0
1137,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1137,42,0,17,25,0,0,17,25,0
1138,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1138,11,0,0,0,8,3,0,11,0
1139,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1139,10,0,0,0,7,3,0,10,0
1140,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1140,11,0,0,0,6,5,0,11,0
1141,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1141,30,0,20,10,0,0,20,10,0
1142,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1142,35,0,20,15,0,0,20,15,0
1143,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1143,20,0,20,0,0,0,20,0,0
1144,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1144,20,0,18,2,0,0,18,2,0
1145,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1145,34,0,16,18,0,0,16,18,0
1146,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1146,30,0,20,10,0,0,20,10,0
1147,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1147,33,0,14,19,0,0,14,19,0
1148,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1148,1,0,0,0,1,0,0,1,0
1149,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1149,8,0,0,0,0,0,8,0,0
1150,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1150,20,20,0,0,0,0,20,0,0
1151,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1151,20,20,0,0,0,0,20,0,0
1152,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1152,50,0,50,0,0,0,50,0,0
1153,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1153,50,0,50,0,0,0,50,0,0
1154,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1154,50,0,50,0,0,0,50,0,0
1155,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1155,11,0,0,0,11,0,0,11,0
1156,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1156,11,0,0,0,11,0,0,11,0
1157,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1157,20,20,0,0,0,0,20,0,0
1158,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1158,20,20,0,0,0,0,20,0,0
1159,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1159,50,0,50,0,0,0,50,0,0
1160,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1160,50,0,50,0,0,0,50,0,0
1161,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1161,11,0,0,0,11,0,0,11,0
1162,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1162,20,20,0,0,0,0,20,0,0
1163,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1163,20,20,0,0,0,0,20,0,0
1164,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1164,50,0,50,0,0,0,50,0,0
1165,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1165,50,0,50,0,0,0,50,0,0
1166,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1166,11,0,0,0,11,0,0,11,0
1167,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1167,20,20,0,0,0,0,20,0,0
1168,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1168,20,20,0,0,0,0,20,0,0
1169,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1169,50,0,50,0,0,0,50,0,0
1170,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1170,10,0,0,0,10,0,0,10,0
1171,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1171,8,0,0,0,8,0,0,8,0
1172,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1172,8,0,0,0,8,0,0,8,0
1173,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1173,8,0,0,0,8,0,0,8,0
1174,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1174,8,0,0,0,8,0,0,8,0
1175,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1175,20,20,0,0,0,0,20,0,0
1176,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1176,20,20,0,0,0,0,20,0,0
1177,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1177,20,20,0,0,0,0,20,0,0
1178,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1178,50,0,50,0,0,0,50,0,0
1179,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1179,50,0,50,0,0,0,50,0,0
1180,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1180,8,0,0,0,8,0,0,8,0
1181,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1181,8,0,0,0,8,0,0,8,0
1182,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1182,20,20,0,0,0,0,20,0,0
1183,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1183,20,20,0,0,0,0,20,0,0
1184,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1184,50,0,50,0,0,0,50,0,0
1185,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1185,50,0,50,0,0,0,50,0,0
1186,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1186,8,0,0,0,8,0,0,8,0
1187,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1187,8,0,0,0,8,0,0,8,0
1188,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1188,20,20,0,0,0,0,20,0,0
1189,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1189,20,20,0,0,0,0,20,0,0
1190,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1190,50,0,50,0,0,0,50,0,0
1191,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1191,50,0,50,0,0,0,50,0,0
1192,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1192,12,12,0,0,0,0,12,0,0
1193,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1193,50,0,50,0,0,0,50,0,0
1194,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1194,50,0,50,0,0,0,50,0,0
1195,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1195,50,0,50,0,0,0,50,0,0
1196,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1196,8,0,0,0,8,0,0,8,0
1197,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1197,50,0,50,0,0,0,50,0,0
1198,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1198,50,0,50,0,0,0,50,0,0
1199,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1199,50,0,50,0,0,0,50,0,0
1200,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1200,8,0,0,0,8,0,0,8,0
1201,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1201,50,0,50,0,0,0,50,0,0
1202,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1202,50,0,50,0,0,0,50,0,0
1203,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1203,50,0,50,0,0,0,50,0,0
1204,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1204,50,0,50,0,0,0,50,0,0
1205,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1205,50,0,50,0,0,0,50,0,0
1206,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1206,50,0,50,0,0,0,50,0,0
1207,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1207,50,0,50,0,0,0,50,0,0
1208,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1208,50,0,50,0,0,0,50,0,0
1209,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1209,50,0,50,0,0,0,50,0,0
1210,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1210,50,0,50,0,0,0,50,0,0
1211,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1211,40,0,40,0,0,0,40,0,0
1212,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1212,50,0,50,0,0,0,50,0,0
1213,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1213,18,0,0,18,0,0,0,18,0
1214,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1214,8,0,0,0,8,0,0,8,0
1215,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1215,11,11,0,0,0,0,11,0,0
1216,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1216,3,0,3,0,0,0,3,0,0
1217,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1217,4,0,0,0,4,0,0,4,0
1218,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1218,5,0,5,0,0,0,5,0,0
1219,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1219,16,0,8,8,0,0,8,8,0
1220,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1220,5,0,5,0,0,0,5,0,0
1221,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1221,4,4,0,0,0,0,4,0,0
1222,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1222,6,6,0,0,0,0,6,0,0
1223,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1223,8,0,0,0,8,0,0,8,0
1224,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1224,9,0,7,2,0,0,7,2,0
1225,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1225,25,0,22,3,0,0,22,3,0
1226,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1226,10,10,0,0,0,0,10,0,0
1227,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1227,1,1,0,0,0,0,1,0,0
1228,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1228,40,0,25,15,0,0,25,15,0
1229,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1229,34,0,20,14,0,0,20,14,0
1230,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1230,20,0,10,10,0,0,10,10,0
1231,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1231,15,0,15,0,0,0,15,0,0
1232,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1232,24,0,14,10,0,0,14,10,0
1233,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1233,34,34,0,0,0,0,34,0,0
1234,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1234,10,10,0,0,0,0,10,0,0
1235,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1235,23,23,0,0,0,0,23,0,0
1236,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1236,2,0,0,0,2,0,0,2,0
1237,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1237,1,0,0,0,1,0,0,1,0
1238,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1238,9,9,0,0,0,0,9,0,0
1239,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1239,7,7,0,0,0,0,7,0,0
1240,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1240,9,0,9,0,0,0,9,0,0
1241,Jatrabari,23.69927343,90.45758044,৬১/৭১২,20/07/2024,1241,4,0,0,0,4,0,0,4,0
1242,New Market,23.73857599,90.38342463,########,18/07/2024,1242,16,0,0,0,16,0,0,16,0
1243,New Market,23.73857599,90.38342463,########,18/07/2024,1243,34,0,10,24,0,0,10,24,0
1244,New Market,23.73857599,90.38342463,########,18/07/2024,1244,32,0,13,19,0,0,13,19,0
1245,New Market,23.73857599,90.38342463,########,18/07/2024,1245,15,0,0,0,15,0,0,15,0
1246,New Market,23.73857599,90.38342463,########,18/07/2024,1246,19,0,0,19,0,0,0,19,0
1247,New Market,23.73857599,90.38342463,########,18/07/2024,1247,8,0,0,8,0,0,0,8,0
1248,New Market,23.73857599,90.38342463,########,18/07/2024,1248,11,0,0,11,0,0,0,11,0
1249,New Market,23.73857599,90.38342463,########,18/07/2024,1249,8,0,0,8,0,0,0,8,0
1250,New Market,23.73857599,90.38342463,########,18/07/2024,1250,30,0,9,21,0,0,9,21,0
1251,New Market,23.73857599,90.38342463,########,18/07/2024,1251,7,0,0,7,0,0,0,7,0
1252,New Market,23.73857599,90.38342463,########,18/07/2024,1252,10,0,0,10,0,0,0,10,0
1253,New Market,23.73857599,90.38342463,########,18/07/2024,1253,1,0,0,1,0,0,0,1,0
1254,New Market,23.73857599,90.38342463,########,18/07/2024,1254,10,0,0,0,10,0,0,10,0
1255,New Market,23.73857599,90.38342463,########,18/07/2024,1255,8,0,0,0,5,3,0,8,0
1256,New Market,23.73857599,90.38342463,########,18/07/2024,1256,6,0,0,0,6,0,0,6,0
1257,New Market,23.73857599,90.38342463,########,18/07/2024,1257,16,0,0,0,16,0,0,16,0
1258,New Market,23.73857599,90.38342463,########,18/07/2024,1258,9,0,0,0,9,0,0,9,0
1259,New Market,23.73857599,90.38342463,########,18/07/2024,1259,33,0,5,28,0,0,5,28,0
1260,New Market,23.73857599,90.38342463,########,18/07/2024,1260,22,0,4,18,0,0,4,18,0
1261,New Market,23.73857599,90.38342463,########,18/07/2024,1261,27,0,0,27,0,0,0,27,0
1262,New Market,23.73857599,90.38342463,########,18/07/2024,1262,41,0,17,24,0,0,17,24,0
1263,New Market,23.73857599,90.38342463,########,18/07/2024,1263,23,0,4,19,0,0,4,19,0
1264,New Market,23.73857599,90.38342463,########,18/07/2024,1264,33,0,16,17,0,0,16,17,0
1265,New Market,23.73857599,90.38342463,########,18/07/2024,1265,18,0,8,10,0,0,8,10,0
1266,New Market,23.73857599,90.38342463,########,18/07/2024,1266,7,0,0,0,7,0,0,7,0
1267,New Market,23.73857599,90.38342463,########,18/07/2024,1267,6,0,0,0,6,0,0,6,0
1268,New Market,23.73857599,90.38342463,########,18/07/2024,1268,5,0,0,0,5,0,0,5,0
1269,New Market,23.73857599,90.38342463,########,18/07/2024,1269,6,0,0,0,6,0,0,6,0
1270,New Market,23.73857599,90.38342463,########,18/07/2024,1270,11,0,0,0,11,0,0,11,0
1271,New Market,23.73857599,90.38342463,########,18/07/2024,1271,36,0,11,25,0,0,11,25,0
1272,New Market,23.73857599,90.38342463,########,18/07/2024,1272,8,0,0,8,0,0,0,8,0
1273,New Market,23.73857599,90.38342463,########,18/07/2024,1273,1,0,0,0,1,0,0,1,0
1274,New Market,23.73857599,90.38342463,########,18/07/2024,1274,13,0,0,0,10,3,0,13,0
1275,New Market,23.73857599,90.38342463,########,18/07/2024,1275,2,0,0,0,2,0,0,2,0
1276,New Market,23.73857599,90.38342463,########,18/07/2024,1276,28,0,0,28,0,0,0,28,0
1277,New Market,23.73857599,90.38342463,########,18/07/2024,1277,5,0,0,0,5,0,0,5,0
1278,New Market,23.73857599,90.38342463,########,18/07/2024,1278,19,0,8,11,0,0,8,11,0
1279,New Market,23.73857599,90.38342463,########,18/07/2024,1279,11,0,0,0,8,3,0,11,0
1280,New Market,23.73857599,90.38342463,########,18/07/2024,1280,36,0,15,21,0,0,15,21,0
1281,New Market,23.73857599,90.38342463,########,18/07/2024,1281,17,0,8,9,0,0,8,9,0
1282,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1282,11,0,0,0,11,0,0,11,0
1283,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1283,13,0,12,1,0,0,12,1,0
1284,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1284,30,0,22,8,0,0,22,8,0
1285,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1285,56,0,56,0,0,0,56,0,0
1286,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1286,14,0,0,14,0,0,0,14,0
1287,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1287,9,0,0,9,0,0,0,9,0
1288,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1288,4,0,0,4,0,0,0,4,0
1289,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1289,2,0,2,0,0,0,2,0,0
1290,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1290,15,0,10,5,0,0,10,5,0
1291,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1291,55,0,55,0,0,0,55,0,0
1292,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1292,7,0,0,7,0,0,0,7,0
1293,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1293,16,0,16,0,0,0,16,0,0
1294,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1294,9,0,3,6,0,0,3,6,0
1295,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1295,2,0,2,0,0,0,2,0,0
1296,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1296,7,0,7,0,0,0,7,0,0
1297,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1297,4,4,0,0,0,0,4,0,0
1298,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1298,3,3,0,0,0,0,3,0,0
1299,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1299,26,26,0,0,0,0,26,0,0
1300,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1300,4,4,0,0,0,0,4,0,0
1301,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1301,6,6,0,0,0,0,6,0,0
1302,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1302,1,1,0,0,0,0,1,0,0
1303,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1303,4,4,0,0,0,0,4,0,0
1304,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1304,4,4,0,0,0,0,4,0,0
1305,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1305,8,8,0,0,0,0,8,0,0
1306,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1306,3,3,0,0,0,0,3,0,0
1307,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1307,1,1,0,0,0,0,1,0,0
1308,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1308,1,1,0,0,0,0,1,0,0
1309,New Market,23.73857599,90.38342463,১৩/৮১,19/07/2024,1309,2,2,0,0,0,0,2,0,0
1310,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1310,10,0,0,0,10,0,0,10,0
1311,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1311,7,0,0,0,7,0,0,7,0
1312,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1312,5,0,0,5,0,0,0,5,0
1313,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1313,7,0,0,0,7,0,0,7,0
1314,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1314,3,0,0,0,3,0,0,3,0
1315,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1315,0,0,0,0,0,0,0,0,0
1316,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1316,10,0,0,0,10,0,0,10,0
1317,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1317,12,0,0,0,12,0,0,12,0
1318,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1318,13,0,0,0,0,0,0,0,13
1319,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1319,5,0,0,0,0,0,0,0,5
1320,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1320,10,0,0,0,0,0,0,0,10
1321,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1321,8,0,0,0,8,0,0,8,0
1322,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1322,6,0,0,0,6,0,0,6,0
1323,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1323,8,0,0,0,8,0,0,8,0
1324,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1324,5,0,0,0,0,0,0,0,5
